# T P0
1.2946 80.02
1.6769 78.162
2.0986 76.399
2.7374 73.201
3.4239 66.853
4.0175 60.152
4.5264 54.16
5.1714 47.391
5.8408 39.813
6.4971 33.447
7.337 27.125
7.901 23.923
8.889 19.558
9.873 16.185
10.899 13.676
12.272 11.397
13.881 9.63
15.943 8.0337
18.228 6.8593
20.871 5.8431
24.043 4.9774
27.571 4.2302
31.618 3.5537
36.592 3.0167
42.217 2.5668
49.155 2.1815
56.89 1.8735
66.28 1.6406
77.43 1.4468
91.43 1.3026
110.12 1.1897
140.05 1.0992
165.37 1.0528
191.6 1.0243
218.42 1.0123
241.03 1.0065
